Track,Matcher,Type,Macro Precision (P),Macro Recall (R),Residual Macro Recall (R+),Macro F1,Micro Precision (P),Micro Recall (R),Residual Micro Recall (R+),Micro F1,"# of TP","# of Residual TP","# of FP","# of FN","# of Correspondences",Total Runtime,Total Runtime (HH:MM:SS)
anatomy_track,LSMatch,ALL,0.033171757285522394,0.7493403693931399,0.341421143847487,0.06353112242044628,0.033171757285522394,0.7493403693931399,0.341421143847487,0.06353112242044628,1136,197,33110,380,34246,420244883900,00:07:00
anatomy_track,LSMatch,CLASSES,0.033171757285522394,0.7493403693931399,0.341421143847487,0.06353112242044628,0.033171757285522394,0.7493403693931399,0.341421143847487,0.06353112242044628,1136,197,33110,380,34246,-,-
anatomy_track,LSMatch,PROPERTIES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-
anatomy_track,LSMatch,INSTANCES,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,-,-
